                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.60557,                0.33573,                 0.8019,                0.72941,                0.68125,                0.69513,                 0.4077,                 1.5563,                0.93639,                 1.1667,              0.0001982,              0.0001982,              0.0001982
                     89,                0.62586,                0.34164,                0.79873,                0.75055,                0.65014,                0.69645,                0.40301,                 1.5573,                0.93598,                 1.1712,             0.00018406,             0.00018406,             0.00018406
                     90,                0.62978,                0.34231,                0.80101,                0.74608,                0.66444,                0.69804,                0.39939,                 1.5622,                 0.9313,                 1.1741,             0.00016991,             0.00016991,             0.00016991
                     91,                0.59777,                0.34554,                0.81314,                0.68276,                0.68605,                0.68788,                 0.3958,                 1.5649,                0.95015,                 1.1704,             0.00015576,             0.00015576,             0.00015576
                     92,                0.59692,                0.33979,                0.80852,                0.70505,                0.67932,                0.68625,                0.40456,                 1.5474,                0.96471,                 1.1665,             0.00014161,             0.00014161,             0.00014161
                     93,                 0.5581,                0.32252,                 0.8051,                0.79099,                 0.6316,                0.70271,                0.40409,                 1.5619,                0.95107,                  1.165,             0.00012747,             0.00012747,             0.00012747
                     94,                0.56323,                0.32461,                0.80399,                0.75873,                0.66396,                0.71895,                  0.404,                 1.5749,                0.97105,                 1.1735,             0.00011332,             0.00011332,             0.00011332
                     95,                0.55507,                0.31982,                0.80623,                0.77641,                0.63442,                0.71473,                0.41127,                 1.5816,                0.94119,                 1.1718,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.57357,                0.32509,                0.80204,                0.70786,                0.73717,                0.72814,                0.41419,                 1.5723,                0.91862,                 1.1694,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.54744,                0.31374,                0.80341,                0.84328,                0.60243,                 0.7137,                0.40681,                 1.5697,                 0.9223,                 1.1649,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.53553,                 0.3157,                0.80002,                0.72469,                0.65455,                0.70843,                0.40443,                 1.5692,                0.91869,                 1.1658,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.54958,                  0.317,                0.80156,                0.73637,                0.63424,                0.70555,                0.41005,                  1.567,                0.93812,                 1.1647,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.55104,                 0.3151,                0.79979,                0.71814,                0.68691,                0.71497,                0.41375,                 1.5604,                0.95233,                 1.1616,             2.8437e-05,             2.8437e-05,             2.8437e-05
